"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"Fish_Benthopelagic6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",291007.522938174,291007.522938174
"Fish_Benthopelagic7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",391237.749238607,391237.749238607
"Fish_Benthopelagic8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",501661.942992863,501661.942992863
"Fish_Benthopelagic9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",619865.785073574,619865.785073574
"Fish_Benthopelagic10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",743545.357517848,743545.357517848
"Fish_Benthopelagic11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",870590.103867006,870590.103867006
"Fish_Benthopelagic12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",999127.605209032,999127.605209032
"Fish_Benthopelagic13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1127541.49809927,1127541.49809927
"Fish_Benthopelagic14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1254471.17461117,1254471.17461117
"Fish_Benthopelagic15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1378799.70331188,1378799.70331188
"Fish_Benthopelagic16_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1499634.66606199,1499634.66606199
"Fish_Benthopelagic17_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1616285.25699577,1616285.25699577
"Fish_Benthopelagic18_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1728237.96701762,1728237.96701762
"Fish_Benthopelagic19_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1835132.41410468,1835132.41410468
"Fish_Benthopelagic20_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Fish_Benthopelagic cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1936738.31985957,1936738.31985957
"Seal_Fish_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Seal_Fish total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Seal_Fish1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Fish cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Fish1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1287092.41874736,1287092.41874736
"Seal_Fish2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",8442824.93305722,8442824.93305722
"Seal_Fish3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",19931962.2373017,19931962.2373017
"Seal_Fish4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",32518221.1026943,32518221.1026943
"Seal_Fish5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",44131539.4090413,44131539.4090413
"Seal_Fish6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",53894438.2866355,53894438.2866355
"Seal_Fish7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",61656508.3561531,61656508.3561531
"Seal_Fish8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",67613018.148868,67613018.148868
"Seal_Fish9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",72078514.1291921,72078514.1291921
"Seal_Fish10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Fish cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",75373899.0844686,75373899.0844686
"Seal_Fish1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3410794.90968051,3410794.90968051
"Seal_Fish2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",22373486.0726016,22373486.0726016
"Seal_Fish3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",52819699.9288494,52819699.9288494
"Seal_Fish4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",86173285.9221398,86173285.9221398
"Seal_Fish5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",116948579.433959,116948579.433959
"Seal_Fish6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",142820261.459584,142820261.459584
"Seal_Fish7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",163389747.143806,163389747.143806
"Seal_Fish8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",179174498.0945,179174498.0945
"Seal_Fish9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",191008062.442359,191008062.442359
"Seal_Fish10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Fish cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",199740832.573842,199740832.573842
"Seal_Krill_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Seal_Krill total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Seal_Krill1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Seal_Krill cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Seal_Krill1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",501787.082738531,501787.082738531
"Seal_Krill2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1452906.71854553,1452906.71854553
"Seal_Krill3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1652048.59191553,1652048.59191553
"Seal_Krill4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1682690.28434925,1682690.28434925
"Seal_Krill5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1687214.16521098,1687214.16521098
"Seal_Krill6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1687878.07835817,1687878.07835817
"Seal_Krill7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1687975.42728396,1687975.42728396
"Seal_Krill8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1687989.69962883,1687989.69962883
"Seal_Krill9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1687991.79206072,1687991.79206072
"Seal_Krill10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Seal_Krill cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1687992.09882595,1687992.09882595
"Seal_Krill1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1329735.76925711,1329735.76925711
"Seal_Krill2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3850202.80414565,3850202.80414565
"Seal_Krill3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4377928.76857616,4377928.76857616
"Seal_Krill4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4459129.25352552,4459129.25352552
"Seal_Krill5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4471117.53780908,4471117.53780908
"Seal_Krill6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4472876.90764915,4472876.90764915
"Seal_Krill7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4473134.88230249,4473134.88230249
"Seal_Krill8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4473172.70401641,4473172.70401641
"Seal_Krill9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4473178.24896091,4473178.24896091
"Seal_Krill10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Seal_Krill cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4473179.06188876,4473179.06188876
"Penguin_Krill_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Penguin_Krill total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Penguin_Krill1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Penguin_Krill cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Penguin_Krill1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Krill cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",16582.5522710887,16582.5522710887
"Penguin_Krill1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
"Penguin_Krill13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Krill cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",43943.763518385,43943.763518385
